"","Species","Specimen","Site","variable","value"
"2168","Phylodactylus","12621","Westpunt","Gonatodes.antillensis",0
"2169","Phylodactylus","12622","Westpunt","Gonatodes.antillensis",0
"2170","Phylodactylus","12623","Westpunt","Gonatodes.antillensis",0
"2171","Hemidactylus mabuoia","12632","Westpunt","Gonatodes.antillensis",0
"2172","Hemidactylus mabuoia","12633","Westpunt","Gonatodes.antillensis",0
"2173","Hemidactylus mabuoia","12634","Westpunt","Gonatodes.antillensis",0
"2174","Phylodactylus","12636","Westpunt","Gonatodes.antillensis",0
"2175","Phylodactylus","12637","Westpunt","Gonatodes.antillensis",0
"2176","Phylodactylus","12638","Westpunt","Gonatodes.antillensis",0
"2177","Phylodactylus","12639","Westpunt","Gonatodes.antillensis",0
"2178","Phylodactylus","12640","Westpunt","Gonatodes.antillensis",0
"2179","Hemidactylus mabuoia","12674","Westpunt","Gonatodes.antillensis",0
"2180","Hemidactylus mabuoia","12676","Westpunt","Gonatodes.antillensis",0
"2181","Phylodactylus","MCB 1098","Westpunt","Gonatodes.antillensis",0
"2182","Phylodactylus","MCB 1099","Westpunt","Gonatodes.antillensis",0
"2183","Phylodactylus","MCB 1100","Westpunt","Gonatodes.antillensis",0
"2184","Phylodactylus","MCB 1101","Westpunt","Gonatodes.antillensis",0
"2185","Phylodactylus","MCB 1102","Westpunt","Gonatodes.antillensis",0
"2186","Phylodactylus","MCB 1103","Westpunt","Gonatodes.antillensis",0
"2187","Phylodactylus","MCB 1104","Westpunt","Gonatodes.antillensis",0
"2188","Phylodactylus","MCB 1105","Westpunt","Gonatodes.antillensis",0
"2189","Phylodactylus","MCB 1106","Westpunt","Gonatodes.antillensis",0
"2190","Phylodactylus","MCB 1107","Westpunt","Gonatodes.antillensis",0
"2191","Phylodactylus","MCB 1108","Westpunt","Gonatodes.antillensis",0
"2192","Phylodactylus","MCB 1109","Westpunt","Gonatodes.antillensis",0
"2193","Phylodactylus","MCB 1110","Westpunt","Gonatodes.antillensis",0
"2194","Phylodactylus","MCB 1111","Westpunt","Gonatodes.antillensis",0
"2195","Phylodactylus","MCB 1112","Westpunt","Gonatodes.antillensis",0
"2196","Phylodactylus","MCB 1113","Westpunt","Gonatodes.antillensis",0
"2197","Phylodactylus","MCB 1114","Westpunt","Gonatodes.antillensis",0
"2198","Phylodactylus","MCB 1115","Westpunt","Gonatodes.antillensis",0
"2199","Phylodactylus","MCB 1117","Westpunt","Gonatodes.antillensis",0
"2200","Phylodactylus","MCB 1118","Westpunt","Gonatodes.antillensis",0
"2201","Hemidactylus mabuoia","a1","Westpunt","Gonatodes.antillensis",0
"2202","Hemidactylus mabuoia","a2","Westpunt","Gonatodes.antillensis",0
"2203","Hemidactylus mabuoia","a3","Westpunt","Gonatodes.antillensis",0
"2204","Hemidactylus mabuoia","a4","Westpunt","Gonatodes.antillensis",0
"2205","Hemidactylus mabuoia","a5","Westpunt","Gonatodes.antillensis",0
"2206","Hemidactylus mabuoia","a6","Westpunt","Gonatodes.antillensis",0
"2207","Hemidactylus mabuoia","a7","Westpunt","Gonatodes.antillensis",0
"2208","Hemidactylus mabuoia","a8","Westpunt","Gonatodes.antillensis",0
"2209","Hemidactylus mabuoia","a9","Westpunt","Gonatodes.antillensis",0
"2210","Hemidactylus mabuoia","a10","Westpunt","Gonatodes.antillensis",0
"2211","Hemidactylus mabuoia","a11","Westpunt","Gonatodes.antillensis",0
"2212","Hemidactylus mabuoia","a12","Westpunt","Gonatodes.antillensis",1
"2213","Hemidactylus mabuoia","a13","Westpunt","Gonatodes.antillensis",0
"2214","Hemidactylus mabuoia","a14","Westpunt","Gonatodes.antillensis",0
"2215","Hemidactylus mabuoia","a15","Westpunt","Gonatodes.antillensis",0
"2216","Hemidactylus mabuoia","a16","Westpunt","Gonatodes.antillensis",0
"2268","Hemidactylus mabuoia","12506","Westpunt","Phylodactylus",0
"2269","Hemidactylus mabuoia","12507","Westpunt","Phylodactylus",0
"2270","Hemidactylus mabuoia","12508","Westpunt","Phylodactylus",0
"2271","Hemidactylus mabuoia","12509","Westpunt","Phylodactylus",0
"2272","Hemidactylus mabuoia","12510","Westpunt","Phylodactylus",0
"2273","Phylodactylus","12513","Westpunt","Phylodactylus",0
"2274","Phylodactylus","12514","Westpunt","Phylodactylus",0
"2275","Phylodactylus","12515","Westpunt","Phylodactylus",0
"2276","Phylodactylus","12516","Westpunt","Phylodactylus",0
"2277","Phylodactylus","12517","Westpunt","Phylodactylus",0
"2278","Phylodactylus","12518","Westpunt","Phylodactylus",0
"2279","Phylodactylus","12520","Westpunt","Phylodactylus",0
"2280","Phylodactylus","12521","Westpunt","Phylodactylus",0
"2281","Phylodactylus","12522","Westpunt","Phylodactylus",0
"2282","Phylodactylus","12524","Westpunt","Phylodactylus",0
"2283","Phylodactylus","12525","Westpunt","Phylodactylus",0
"2284","Hemidactylus mabuoia","12540","Westpunt","Phylodactylus",0
"2285","Phylodactylus","12541","Westpunt","Phylodactylus",0
"2286","Phylodactylus","12543","Westpunt","Phylodactylus",0
"2287","Phylodactylus","12544","Westpunt","Phylodactylus",0
"2288","Phylodactylus","12547","Westpunt","Phylodactylus",0
"2289","Phylodactylus","12551","Westpunt","Phylodactylus",0
"2290","Hemidactylus mabuoia","12552","Westpunt","Phylodactylus",0
"2291","Hemidactylus mabuoia","12575","Westpunt","Phylodactylus",0
"2292","Hemidactylus mabuoia","12576","Westpunt","Phylodactylus",0
"2293","Hemidactylus mabuoia","12577","Westpunt","Phylodactylus",0
"2294","Phylodactylus","12582","Westpunt","Phylodactylus",0
"2295","Phylodactylus","12583","Westpunt","Phylodactylus",0
"2296","Phylodactylus","12584","Westpunt","Phylodactylus",0
"2297","Phylodactylus","12615","Westpunt","Phylodactylus",0
"2298","Phylodactylus","12618","Westpunt","Phylodactylus",0
"2299","Phylodactylus","12621","Westpunt","Phylodactylus",0
"2300","Phylodactylus","12622","Westpunt","Phylodactylus",0
"2301","Phylodactylus","12623","Westpunt","Phylodactylus",0
"2302","Hemidactylus mabuoia","12632","Westpunt","Phylodactylus",0
"2303","Hemidactylus mabuoia","12633","Westpunt","Phylodactylus",0
"2304","Hemidactylus mabuoia","12634","Westpunt","Phylodactylus",0
"2305","Phylodactylus","12636","Westpunt","Phylodactylus",0
"2306","Phylodactylus","12637","Westpunt","Phylodactylus",0
"2307","Phylodactylus","12638","Westpunt","Phylodactylus",0
"2308","Phylodactylus","12639","Westpunt","Phylodactylus",0
"2309","Phylodactylus","12640","Westpunt","Phylodactylus",0
"2310","Hemidactylus mabuoia","12674","Westpunt","Phylodactylus",0
"2311","Hemidactylus mabuoia","12676","Westpunt","Phylodactylus",0
"2312","Phylodactylus","MCB 1098","Westpunt","Phylodactylus",0
"2313","Phylodactylus","MCB 1099","Westpunt","Phylodactylus",0
"2314","Phylodactylus","MCB 1100","Westpunt","Phylodactylus",0
"2315","Phylodactylus","MCB 1101","Westpunt","Phylodactylus",0
"2316","Phylodactylus","MCB 1102","Westpunt","Phylodactylus",0
"2317","Phylodactylus","MCB 1103","Westpunt","Phylodactylus",0
"2318","Phylodactylus","MCB 1104","Westpunt","Phylodactylus",0
"2319","Phylodactylus","MCB 1105","Westpunt","Phylodactylus",0
"2320","Phylodactylus","MCB 1106","Westpunt","Phylodactylus",0
"2321","Phylodactylus","MCB 1107","Westpunt","Phylodactylus",0
"2322","Phylodactylus","MCB 1108","Westpunt","Phylodactylus",0
"2323","Phylodactylus","MCB 1109","Westpunt","Phylodactylus",0
"2324","Phylodactylus","MCB 1110","Westpunt","Phylodactylus",0
"2325","Phylodactylus","MCB 1111","Westpunt","Phylodactylus",0
"2326","Phylodactylus","MCB 1112","Westpunt","Phylodactylus",0
"2327","Phylodactylus","MCB 1113","Westpunt","Phylodactylus",0
"2328","Phylodactylus","MCB 1114","Westpunt","Phylodactylus",0
"2329","Phylodactylus","MCB 1115","Westpunt","Phylodactylus",0
"2330","Phylodactylus","MCB 1117","Westpunt","Phylodactylus",0
"2331","Phylodactylus","MCB 1118","Westpunt","Phylodactylus",0
"2332","Hemidactylus mabuoia","a1","Westpunt","Phylodactylus",0
"2333","Hemidactylus mabuoia","a2","Westpunt","Phylodactylus",0
"2334","Hemidactylus mabuoia","a3","Westpunt","Phylodactylus",0
"2335","Hemidactylus mabuoia","a4","Westpunt","Phylodactylus",0
"2336","Hemidactylus mabuoia","a5","Westpunt","Phylodactylus",0
"2337","Hemidactylus mabuoia","a6","Westpunt","Phylodactylus",0
"2338","Hemidactylus mabuoia","a7","Westpunt","Phylodactylus",0
"2339","Hemidactylus mabuoia","a8","Westpunt","Phylodactylus",0
"2340","Hemidactylus mabuoia","a9","Westpunt","Phylodactylus",0
"2341","Hemidactylus mabuoia","a10","Westpunt","Phylodactylus",0
"2342","Hemidactylus mabuoia","a11","Westpunt","Phylodactylus",0
"2343","Hemidactylus mabuoia","a12","Westpunt","Phylodactylus",0
"2344","Hemidactylus mabuoia","a13","Westpunt","Phylodactylus",0
"2345","Hemidactylus mabuoia","a14","Westpunt","Phylodactylus",0
"2346","Hemidactylus mabuoia","a15","Westpunt","Phylodactylus",0
"2347","Hemidactylus mabuoia","a16","Westpunt","Phylodactylus",1
